ID;time;volume;type;MIT_conc_nom;CMIT_conc_nom;CMITMIT_conc_nom;MIT_conc_theo;CMIT_conc_theo;SI_conc_theo;replicate;MIT;CMIT;SI
TC_50_J0_R1;0;NA;chronic;50;0;0;NA;0;50;1;720.333;0,00;1821.701
TC_50_1L_J3_R1;3;1000;chronic;50;0;0;NA;0;50;1;524.896;0,00;1234.834
TC_50_1L_J7_R1;7;1000;chronic;50;0;0;NA;0;50;1;192.067;0,00;1284.55
TC_50_85_J3_R1;3;85;chronic;50;0;0;NA;0;50;1;628.753;0,00;1163.847
TC_50_85_J7_R1;7;85;chronic;50;0;0;NA;0;50;1;226.612;0,00;1238.254
TC_08_J0_R1;0;NA;chronic;0.8;0;0;NA;0;0.8;1;22.553;0,00;82.574
TC_08_1L_J3_R1;3;1000;chronic;0.8;0;0;NA;0;0.8;1;18.532;0,00;45.344
TC_08_1L_J7_R1;7;1000;chronic;0.8;0;0;NA;0;0.8;1;4.875;0,00;43.427
TC_08_85_J3_R1;3;85;chronic;0.8;0;0;NA;0;0.8;1;21.048;0,00;39.055
TC_08_85_J7_R1;7;85;chronic;0.8;0;0;NA;0;0.8;1;7.11;0,00;43.266
BLANC_R2;NA;NA;control;0;0;0;0;0;0;2;0,00;0,00;0,00
G_CM_0-8_R2;NA;NA;range;0.2;0.6;0.8;0.2;0.6;0.2;2;1775.743;7061.188;1941.049
G_CM_0-6_R2;NA;NA;range;0.15;0.45;0.6;0.15;0.45;0.2;2;1374.434;5520.373;1991.033
G_CM_0-2_R2;NA;NA;range;0.05;0.15;0.2;0.05;0.15;0.2;2;485.804;2006.968;2110.477
G_CM_0-04_R2;NA;NA;range;0.01;0.03;0.04;0.01;0.03;0.2;2;96.108;475.846;2189.282
G_CM_0-02_R2;NA;NA;range;0.005;0.015;0.02;0.005;0.015;0.2;2;46.355;230.372;2209.361
G_M_6-5m_R2;NA;NA;range;6.5;0;0;6.5;0;1.5;2;20871.521;0,00;6353.428
G_M_5-5m_R2;NA;NA;range;5.5;0;0;5.5;0;1.5;2;18462.369;0,00;6784.95
G_M_1-5m_R2;NA;NA;range;1.5;0;0;1.5;0;1.5;2;6877.018;0,00;9116.729
G_M_0-2m_R2;NA;NA;range;0.2;0;0;0.2;0;1.5;2;1123.599;0,00;10872.336
G_M_0-1m_R2;NA;NA;range;0.1;0;0;0.1;0;1.5;2;570.175;0,00;11097.207
G_M_90u_R2;NA;NA;range;90;0;0;90;0;50;2;787.005;0,00;502.88
G_M_75u_R2;NA;NA;range;75;0;0;75;0;50;2;604.625;0,00;505.362
G_M_50u_R2;NA;NA;range;50;0;0;50;0;50;2;449.69;0,00;542.101
G_M_25u_R2;NA;NA;range;25;0;0;25;0;50;2;206.197;0,00;537.244
G_M_10u_R2;NA;NA;range;10;0;0;10;0;50;2;102.026;0,00;568.067
G_M_1-6u_R2;NA;NA;range;1.6;0;0;1.6;0;0.8;2;11.57;0,00;7.402
G_M_1-2u_R2;NA;NA;range;1.2;0;0;1.2;0;0.8;2;14.224;0,00;11.765
G_M_0-8u_R2;NA;NA;range;0.8;0;0;0.8;0;0.8;2;11.217;0,00;18.086
G_M_0-4u_R2;NA;NA;range;0.4;0;0;0.4;0;0.8;2;5.786;0,00;6.677
G_M_0-1u_R2;NA;NA;range;0.1;0;0;0.1;0;0.8;2;0,00;0,00;0,00
TA_CM_0-6_0_R2;0;NA;acute;0.15;0.45;0.6;NA;NA;0.2;2;2386.231;7729.155;2903.106
TA_CM_0-6_24_R2;1;NA;acute;0.15;0.45;0.6;NA;NA;0.2;2;2447.948;7724.411;2995.209
TA_CM_0-5_0_R2;0;NA;acute;0.125;0.375;0.5;NA;NA;0.2;2;2100.52;6904.697;2981.739
TA_CM_0-5_24_R2;1;NA;acute;0.125;0.375;0.5;NA;NA;0.2;2;2211.635;6777.914;2949.817
TA_CM_0-42_0_R2;0;NA;acute;0.105;0.315;0.42;NA;NA;0.2;2;1808.935;5878.82;3012.074
TA_CM_0-42_24_R2;1;NA;acute;0.105;0.315;0.42;NA;NA;0.2;2;1765.777;5932.127;3075.812
TA_CM_0-36_0_R2;0;NA;acute;0.09;0.27;0.36;NA;NA;0.2;2;1602.809;5325.789;3173.669
TA_CM_0-36_24_R2;1;NA;acute;0.09;0.27;0.36;NA;NA;0.2;2;1595.154;5385.796;3108.49
TA_CM_0-30_0_R2;0;NA;acute;0.075;0.225;0.30;NA;NA;0.2;2;1397.406;4616.701;3335.934
TA_CM_0-30_24_R2;1;NA;acute;0.075;0.225;0.30;NA;NA;0.2;2;1331.479;4546.613;3354.296
TA_CM_0-24_0_R2;0;NA;acute;0.06;0.18;0.24;NA;NA;0.2;2;1154.202;3880.883;3292.824
TA_CM_0-24_24_R2;1;NA;acute;0.06;0.18;0.24;NA;NA;0.2;2;1137.12;3851.566;3394.807
TA_CM_0-18_0_R2;0;NA;acute;0.045;0.135;0.18;NA;NA;0.2;2;924.913;3112.592;3522.972
TA_CM_0-18_24_R2;1;NA;acute;0.045;0.135;0.18;NA;NA;0.2;2;871.468;3065.862;3612.805
TA_CM_0-15_0_R2;0;NA;acute;0.0375;0.1125;0.15;NA;NA;0.2;2;760.735;2663.616;3384.532
TA_CM_0-15_24_R2;1;NA;acute;0.0375;0.1125;0.15;NA;NA;0.2;2;759.761;2621.117;3654.119
TA_CM_0-12_0_R2;0;NA;acute;0.03;0.09;0.12;NA;NA;0.2;2;641.447;2190.736;3532.116
TA_CM_0-12_24_R2;1;NA;acute;0.03;0.09;0.12;NA;NA;0.2;2;629.373;2167.346;3652.833
TA_CM_0-06_0_R2;0;NA;acute;0.015;0.045;0.06;NA;NA;0.2;2;344.578;1195.111;3626.257
TA_CM_0-06_24_R2;1;NA;acute;0.015;0.045;0.06;NA;NA;0.2;2;309.73;1124.7;3844.37
TA_M_5-0_0_R2;0;NA;acute;5;0;0;NA;0;1.5;2;19717.777;0,00;7895.334
TA_M_5-0_24_R2;1;NA;acute;5;0;0;NA;0;1.5;2;19647.123;0,00;7557.835
TA_M_3-75_0_R2;0;NA;acute;3.75;0;0;NA;0;1.5;2;16021.489;0,00;8583.37
TA_M_3-75_24_R2;1;NA;acute;3.75;0;0;NA;0;1.5;2;16128.704;0,00;8104.521
TA_M_3-25_0_R2;0;NA;acute;3.25;0;0;NA;0;1.5;2;14650.665;0,00;8786.496
TA_M_3-25_24_R2;1;NA;acute;3.25;0;0;NA;0;1.5;2;14889.239;0,00;9079.796
TA_M_3-0_0_R2;0;NA;acute;3.0;0;0;NA;0;1.5;2;13573.722;0,00;9113.416
TA_M_3-0_24_R2;1;NA;acute;3.0;0;0;NA;0;1.5;2;13695.359;0,00;9039.185
TA_M_2-75_0_R2;0;NA;acute;2.75;0;0;NA;0;1.5;2;12923.404;0,00;9500.703
TA_M_2-75_24_R2;1;NA;acute;2.75;0;0;NA;0;1.5;2;13011.748;0,00;9299.604
TA_M_2-25_0_R2;0;NA;acute;2.25;0;0;NA;0;1.5;2;11235.082;0,00;9570.125
TA_M_2-25_24_R2;1;NA;acute;2.25;0;0;NA;0;1.5;2;11044.459;0,00;9829.586
TA_M_2-0_0_R2;0;NA;acute;2.0;0;0;NA;0;1.5;2;10225.783;0,00;9936.345
TA_M_2-0_24_R2;1;NA;acute;2.0;0;0;NA;0;1.5;2;10384.632;0,00;10144.811
TA_M_1-75_0_R2;0;NA;acute;1.75;0;0;NA;0;1.5;2;9150.701;0,00;10100.411
TA_M_1-75_24_R2;1;NA;acute;1.75;0;0;NA;0;1.5;2;9328.941;0,00;10824.689
TA_M_1-5_0_R2;0;NA;acute;1.5;0;0;NA;0;1.5;2;8121.695;0,00;10570.691
TA_M_1-5_24_R2;1;NA;acute;1.5;0;0;NA;0;1.5;2;8212.377;0,00;10939.424
TA_M_1-25_0_R2;0;NA;acute;1.25;0;0;NA;0;1.5;2;7144.984;0,00;10901.166
TA_M_1-25_24_R2;1;NA;acute;1.25;0;0;NA;0;1.5;2;7141.428;0,00;11561.586
TA_M_1-0_0_R2;0;NA;acute;1.0;0;0;NA;0;1.5;2;5824.014;0,00;11586.835
TA_M_1-0_24_R2;1;NA;acute;1.0;0;0;NA;0;1.5;2;5942.895;0,00;11958.265
TA_M_0-75_0_R2;0;NA;acute;0.75;0;0;NA;0;1.5;2;4610.263;0,00;12089.454
TA_M_0-75_24_R2;1;NA;acute;0.75;0;0;NA;0;1.5;2;4629.544;0,00;12260.012
TA_M_0-5_0_R2;0;NA;acute;0.5;0;0;NA;0;1.5;2;3319.456;0,00;13157.279
TA_M_0-5_24_R2;1;NA;acute;0.5;0;0;NA;0;1.5;2;3238.606;0,00;12711.473
TA_M_0-25_0_R2;0;NA;acute;0.25;0;0;NA;0;1.5;2;1812.829;0,00;13782.317
TA_M_0-25_24_R2;1;NA;acute;0.25;0;0;NA;0;1.5;2;1755.525;0,00;13925.833
TC_50_J0_R2;0;NA;chronic;50;0;0;NA;0;50;2;737.446;0,00;1915.906
TC_50_1L_J3_R2;3;1000;chronic;50;0;0;NA;0;50;2;528.238;0,00;1174.631
TC_50_1L_J7_R2;7;1000;chronic;50;0;0;NA;0;50;2;215.693;0,00;1286.815
TC_50_85_J3_R2;3;85;chronic;50;0;0;NA;0;50;2;585.379;0,00;1149.135
TC_50_85_J7_R2;7;85;chronic;50;0;0;NA;0;50;2;233.759;0,00;1269.138
TC_08_J0_R2;0;NA;chronic;0.8;0;0;NA;0;0.8;2;25.173;0,00;61.366
TC_08_1L_J3_R2;3;1000;chronic;0.8;0;0;NA;0;0.8;2;13.428;0,00;33.275
TC_08_1L_J7_R2;7;1000;chronic;0.8;0;0;NA;0;0.8;2;5.999;0,00;39.881
TC_08_85_J3_R2;3;85;chronic;0.8;0;0;NA;0;0.8;2;19.955;0,00;34.854
TC_08_85_J7_R2;7;85;chronic;0.8;0;0;NA;0;0.8;2;2.632;0,00;30.063
BLANC_R3;NA;NA;control;0;0;0;0;0;0;3;0,00;0,00;0,00
G_CM_0-8_R3;NA;NA;range;0.2;0.6;0.8;0.2;0.6;0.2;3;1781.705;7050.531;1979.473
G_CM_0-6_R3;NA;NA;range;0.15;0.45;0.6;0.15;0.45;0.2;3;1372.837;5368.511;1910.855
G_CM_0-2_R3;NA;NA;range;0.05;0.15;0.2;0.05;0.15;0.2;3;471.721;2012.604;2071.662
G_CM_0-04_R3;NA;NA;range;0.01;0.03;0.04;0.01;0.03;0.2;3;90.932;457.633;2255.179
G_CM_0-02_R3;NA;NA;range;0.005;0.015;0.02;0.005;0.015;0.2;3;43.597;230.688;2168.226
G_M_6-5m_R3;NA;NA;range;6.5;0;0;6.5;0;1.5;3;20649.447;0,00;6115.025
G_M_5-5m_R3;NA;NA;range;5.5;0;0;5.5;0;1.5;3;18397.072;0,00;6672.083
G_M_1-5m_R3;NA;NA;range;1.5;0;0;1.5;0;1.5;3;6787.903;0,00;9232.104
G_M_0-2m_R3;NA;NA;range;0.2;0;0;0.2;0;1.5;3;1101.79;0,00;10787.827
G_M_0-1m_R3;NA;NA;range;0.1;0;0;0.1;0;1.5;3;542.882;0,00;11119.352
G_M_90u_R3;NA;NA;range;90;0;0;90;0;50;3;723.742;0,00;502.615
G_M_75u_R3;NA;NA;range;75;0;0;75;0;50;3;615.843;0,00;522.268
G_M_50u_R3;NA;NA;range;50;0;0;50;0;50;3;409.955;0,00;488.576
G_M_25u_R3;NA;NA;range;25;0;0;25;0;50;3;208.86;0,00;548.629
G_M_10u_R3;NA;NA;range;10;0;0;10;0;50;3;97.587;0,00;521.087
G_M_1-6u_R3;NA;NA;range;1.6;0;0;1.6;0;0.8;3;16.904;0,00;13.681
G_M_1-2u_R3;NA;NA;range;1.2;0;0;1.2;0;0.8;3;18.273;0,00;4.923
G_M_0-8u_R3;NA;NA;range;0.8;0;0;0.8;0;0.8;3;10.37;0,00;8.527
G_M_0-4u_R3;NA;NA;range;0.4;0;0;0.4;0;0.8;3;4.972;0,00;13.407
G_M_0-1u_R3;NA;NA;range;0.1;0;0;0.1;0;0.8;3;1.321;0,00;11.71
TA_CM_0-6_0_R3;0;NA;acute;0.15;0.45;0.6;NA;NA;0.2;3;2405.157;7662.755;2900.286
TA_CM_0-6_24_R3;1;NA;acute;0.15;0.45;0.6;NA;NA;0.2;3;2432.058;7725.851;3045.589
TA_CM_0-5_0_R3;0;NA;acute;0.125;0.375;0.5;NA;NA;0.2;3;2117.807;6699.802;2976.07
TA_CM_0-5_24_R3;1;NA;acute;0.125;0.375;0.5;NA;NA;0.2;3;2064.403;6555.544;2904.597
TA_CM_0-42_0_R3;0;NA;acute;0.105;0.315;0.42;NA;NA;0.2;3;1850.387;5843.644;3183.247
TA_CM_0-42_24_R3;1;NA;acute;0.105;0.315;0.42;NA;NA;0.2;3;1809.735;5852.53;3140.226
TA_CM_0-36_0_R3;0;NA;acute;0.09;0.27;0.36;NA;NA;0.2;3;1594.336;4996.103;3108.301
TA_CM_0-36_24_R3;1;NA;acute;0.09;0.27;0.36;NA;NA;0.2;3;1609.053;4969.363;3156.095
TA_CM_0-30_0_R3;0;NA;acute;0.075;0.225;0.30;NA;NA;0.2;3;1386.908;4431.258;3227.698
TA_CM_0-30_24_R3;1;NA;acute;0.075;0.225;0.30;NA;NA;0.2;3;1340.347;4528.763;3299.407
TA_CM_0-24_0_R3;0;NA;acute;0.06;0.18;0.24;NA;NA;0.2;3;1107.391;3740.854;3251.761
TA_CM_0-24_24_R3;1;NA;acute;0.06;0.18;0.24;NA;NA;0.2;3;1142.578;3683.725;3372.286
TA_CM_0-18_0_R3;0;NA;acute;0.045;0.135;0.18;NA;NA;0.2;3;862.053;2983.388;3392.957
TA_CM_0-18_24_R3;1;NA;acute;0.045;0.135;0.18;NA;NA;0.2;3;891.222;3044.429;3573.993
TA_CM_0-15_0_R3;0;NA;acute;0.0375;0.1125;0.15;NA;NA;0.2;3;795.997;2551.832;3287.876
TA_CM_0-15_24_R3;1;NA;acute;0.0375;0.1125;0.15;NA;NA;0.2;3;685.766;2558.157;3541.704
TA_CM_0-12_0_R3;0;NA;acute;0.03;0.09;0.12;NA;NA;0.2;3;595.347;2136.819;3551.636
TA_CM_0-12_24_R3;1;NA;acute;0.03;0.09;0.12;NA;NA;0.2;3;593.015;2065.063;3619.587
TA_CM_0-06_0_R3;0;NA;acute;0.015;0.045;0.06;NA;NA;0.2;3;332.387;1422.173;3751.798
TA_CM_0-06_24_R3;1;NA;acute;0.015;0.045;0.06;NA;NA;0.2;3;331.491;1113.121;3766.841
TA_M_5-0_0_R3;0;NA;acute;5;0;0;NA;0;1.5;3;19134.768;0,00;7632.042
TA_M_5-0_24_R3;1;NA;acute;5;0;0;NA;0;1.5;3;19231.037;0,00;7692.136
TA_M_3-75_0_R3;0;NA;acute;3.75;0;0;NA;0;1.5;3;15683.548;0,00;8496.73
TA_M_3-75_24_R3;1;NA;acute;3.75;0;0;NA;0;1.5;3;16024.388;0,00;7990.896
TA_M_3-25_0_R3;0;NA;acute;3.25;0;0;NA;0;1.5;3;14428.798;0,00;8617.941
TA_M_3-25_24_R3;1;NA;acute;3.25;0;0;NA;0;1.5;3;14228.203;0,00;8543.002
TA_M_3-0_0_R3;0;NA;acute;3.0;0;0;NA;0;1.5;3;13688.189;0,00;8953.857
TA_M_3-0_24_R3;1;NA;acute;3.0;0;0;NA;0;1.5;3;13632.643;0,00;9014.251
TA_M_2-75_0_R3;0;NA;acute;2.75;0;0;NA;0;1.5;3;12809.313;0,00;9271.574
TA_M_2-75_24_R3;1;NA;acute;2.75;0;0;NA;0;1.5;3;12735.542;0,00;9067.125
TA_M_2-25_0_R3;0;NA;acute;2.25;0;0;NA;0;1.5;3;11205.512;0,00;9499.747
TA_M_2-25_24_R3;1;NA;acute;2.25;0;0;NA;0;1.5;3;10697.276;0,00;9687.981
TA_M_2-0_0_R3;0;NA;acute;2.0;0;0;NA;0;1.5;3;10293.769;0,00;9950.564
TA_M_2-0_24_R3;1;NA;acute;2.0;0;0;NA;0;1.5;3;10231.375;0,00;10028.086
TA_M_1-75_0_R3;0;NA;acute;1.75;0;0;NA;0;1.5;3;9262.168;0,00;10269.799
TA_M_1-75_24_R3;1;NA;acute;1.75;0;0;NA;0;1.5;3;9082.392;0,00;10651.037
TA_M_1-5_0_R3;0;NA;acute;1.5;0;0;NA;0;1.5;3;7811.396;0,00;10247.94
TA_M_1-5_24_R3;1;NA;acute;1.5;0;0;NA;0;1.5;3;8339.805;0,00;10872.436
TA_M_1-25_0_R3;0;NA;acute;1.25;0;0;NA;0;1.5;3;7132.555;0,00;10971.578
TA_M_1-25_24_R3;1;NA;acute;1.25;0;0;NA;0;1.5;3;7109.029;0,00;11627.888
TA_M_1-0_0_R3;0;NA;acute;1.0;0;0;NA;0;1.5;3;6019.325;0,00;11787.146
TA_M_1-0_24_R3;1;NA;acute;1.0;0;0;NA;0;1.5;3;5781.871;0,00;12045.468
TA_M_0-75_0_R3;0;NA;acute;0.75;0;0;NA;0;1.5;3;4654.392;0,00;12034.93
TA_M_0-75_24_R3;1;NA;acute;0.75;0;0;NA;0;1.5;3;4585.944;0,00;12085.739
TA_M_0-5_0_R3;0;NA;acute;0.5;0;0;NA;0;1.5;3;3339.829;0,00;13052.856
TA_M_0-5_24_R3;1;NA;acute;0.5;0;0;NA;0;1.5;3;3339.475;0,00;12880.267
TA_M_0-25_0_R3;0;NA;acute;0.25;0;0;NA;0;1.5;3;1785.137;0,00;13663.753
TA_M_0-25_24_R3;1;NA;acute;0.25;0;0;NA;0;1.5;3;1753.465;0,00;13837.594
TC_50_J0_R3;0;NA;chronic;50;0;0;NA;0;50;3;709.787;0,00;1860.002
TC_50_1L_J3_R3;3;1000;chronic;50;0;0;NA;0;50;3;501.524;0,00;1151.161
TC_50_1L_J7_R3;7;1000;chronic;50;0;0;NA;0;50;3;201.397;0,00;1275.101
TC_50_85_J3_R3;3;85;chronic;50;0;0;NA;0;50;3;615.431;0,00;1135.697
TC_50_85_J7_R3;7;85;chronic;50;0;0;NA;0;50;3;242.521;0,00;1260.09
TC_08_J0_R3;0;NA;chronic;0.8;0;0;NA;0;0.8;3;22.523;0,00;70.864
TC_08_1L_J3_R3;3;1000;chronic;0.8;0;0;NA;0;0.8;3;15.567;0,00;37.655
TC_08_1L_J7_R3;7;1000;chronic;0.8;0;0;NA;0;0.8;3;7.977;0,00;52.119
TC_08_85_J3_R3;3;85;chronic;0.8;0;0;NA;0;0.8;3;17.871;0,00;26.248
TC_08_85_J7_R3;7;85;chronic;0.8;0;0;NA;0;0.8;3;7.685;0,00;35.007
BLANC_R4;NA;NA;control;0;0;0;0;0;0;4;0,00;0,00;0,00
G_CM_0-8_R4;NA;NA;range;0.2;0.6;0.8;0.2;0.6;0.2;4;1801.988;6870.455;1908.522
G_CM_0-6_R4;NA;NA;range;0.15;0.45;0.6;0.15;0.45;0.2;4;1319.551;5311.421;1960.662
G_CM_0-2_R4;NA;NA;range;0.05;0.15;0.2;0.05;0.15;0.2;4;481.39;1989.751;2041.263
G_CM_0-04_R4;NA;NA;range;0.01;0.03;0.04;0.01;0.03;0.2;4;97.878;446.129;2172.352
G_CM_0-02_R4;NA;NA;range;0.005;0.015;0.02;0.005;0.015;0.2;4;41.601;231.132;2220.053
G_M_6-5m_R4;NA;NA;range;6.5;0;0;6.5;0;1.5;4;20915.314;0,00;6246.284
G_M_5-5m_R4;NA;NA;range;5.5;0;0;5.5;0;1.5;4;18257.703;0,00;6740.782
G_M_1-5m_R4;NA;NA;range;1.5;0;0;1.5;0;1.5;4;6702.168;0,00;9047.275
G_M_0-2m_R4;NA;NA;range;0.2;0;0;0.2;0;1.5;4;1143.217;0,00;10823.168
G_M_0-1m_R4;NA;NA;range;0.1;0;0;0.1;0;1.5;4;550.859;0,00;10831.987
G_M_90u_R4;NA;NA;range;90;0;0;90;0;50;4;736.184;0,00;535.536
G_M_75u_R4;NA;NA;range;75;0;0;75;0;50;4;614.486;0,00;458.13
G_M_50u_R4;NA;NA;range;50;0;0;50;0;50;4;436.44;0,00;534.862
G_M_25u_R4;NA;NA;range;25;0;0;25;0;50;4;234.381;0,00;530.38
G_M_10u_R4;NA;NA;range;10;0;0;10;0;50;4;86.356;0,00;509.6
G_M_1-6u_R4;NA;NA;range;1.6;0;0;1.6;0;0.8;4;18.183;0,00;8.958
G_M_1-2u_R4;NA;NA;range;1.2;0;0;1.2;0;0.8;4;9.282;0,00;8.051
G_M_0-8u_R4;NA;NA;range;0.8;0;0;0.8;0;0.8;4;10.599;0,00;13.184
G_M_0-4u_R4;NA;NA;range;0.4;0;0;0.4;0;0.8;4;3.972;0,00;11.829
G_M_0-1u_R4;NA;NA;range;0.1;0;0;0.1;0;0.8;4;3.097;0,00;15.156
TA_CM_0-6_0_R4;0;NA;acute;0.15;0.45;0.6;NA;NA;0.2;4;2387.895;7508.696;2850.885
TA_CM_0-6_24_R4;1;NA;acute;0.15;0.45;0.6;NA;NA;0.2;4;2365.71;7328.916;2881.873
TA_CM_0-5_0_R4;0;NA;acute;0.125;0.375;0.5;NA;NA;0.2;4;2039.306;6411.978;2836.671
TA_CM_0-5_24_R4;1;NA;acute;0.125;0.375;0.5;NA;NA;0.2;4;2078.393;6495.712;2858.221
TA_CM_0-42_0_R4;0;NA;acute;0.105;0.315;0.42;NA;NA;0.2;4;1761.819;5577.008;2988.295
TA_CM_0-42_24_R4;1;NA;acute;0.105;0.315;0.42;NA;NA;0.2;4;1767.563;5505.388;3088.217
TA_CM_0-36_0_R4;0;NA;acute;0.09;0.27;0.36;NA;NA;0.2;4;1539.311;5001.616;3005.247
TA_CM_0-36_24_R4;1;NA;acute;0.09;0.27;0.36;NA;NA;0.2;4;1524.083;5022.114;3110.813
TA_CM_0-30_0_R4;0;NA;acute;0.075;0.225;0.30;NA;NA;0.2;4;1376.147;4388.579;3197.782
TA_CM_0-30_24_R4;1;NA;acute;0.075;0.225;0.30;NA;NA;0.2;4;1351.702;4305.29;3240.668
TA_CM_0-24_0_R4;0;NA;acute;0.06;0.18;0.24;NA;NA;0.2;4;1122.986;3574.186;3268.174
TA_CM_0-24_24_R4;1;NA;acute;0.06;0.18;0.24;NA;NA;0.2;4;1068.139;3643.636;3406.555
TA_CM_0-18_0_R4;0;NA;acute;0.045;0.135;0.18;NA;NA;0.2;4;864.87;2856.184;3298.316
TA_CM_0-18_24_R4;1;NA;acute;0.045;0.135;0.18;NA;NA;0.2;4;850.71;2790.875;3511.496
TA_CM_0-15_0_R4;0;NA;acute;0.0375;0.1125;0.15;NA;NA;0.2;4;770.596;2468.311;3259.033
TA_CM_0-15_24_R4;1;NA;acute;0.0375;0.1125;0.15;NA;NA;0.2;4;761.127;2432.938;3464.593
TA_CM_0-12_0_R4;0;NA;acute;0.03;0.09;0.12;NA;NA;0.2;4;570.349;2036.693;3476.575
TA_CM_0-12_24_R4;1;NA;acute;0.03;0.09;0.12;NA;NA;0.2;4;553.88;1999.534;3484.547
TA_CM_0-06_0_R4;0;NA;acute;0.015;0.045;0.06;NA;NA;0.2;4;307.994;1092.858;3591.535
TA_CM_0-06_24_R4;1;NA;acute;0.015;0.045;0.06;NA;NA;0.2;4;297.181;1069.728;3654.083
TA_M_5-0_0_R4;0;NA;acute;5;0;0;NA;0;1.5;4;19030.705;0,00;7512.905
TA_M_5-0_24_R4;1;NA;acute;5;0;0;NA;0;1.5;4;19149.074;0,00;7519.764
TA_M_3-75_0_R4;0;NA;acute;3.75;0;0;NA;0;1.5;4;15580.798;0,00;8456.543
TA_M_3-75_24_R4;1;NA;acute;3.75;0;0;NA;0;1.5;4;15673.86;0,00;7782.559
TA_M_3-25_0_R4;0;NA;acute;3.25;0;0;NA;0;1.5;4;14069.427;0,00;8538.005
TA_M_3-25_24_R4;1;NA;acute;3.25;0;0;NA;0;1.5;4;14080.766;0,00;8560.114
TA_M_3-0_0_R4;0;NA;acute;3.0;0;0;NA;0;1.5;4;13357.135;0,00;8860.327
TA_M_3-0_24_R4;1;NA;acute;3.0;0;0;NA;0;1.5;4;13227.774;0,00;8684.54
TA_M_2-75_0_R4;0;NA;acute;2.75;0;0;NA;0;1.5;4;12390.5;0,00;9109.297
TA_M_2-75_24_R4;1;NA;acute;2.75;0;0;NA;0;1.5;4;12283.741;0,00;8864.351
TA_M_2-25_0_R4;0;NA;acute;2.25;0;0;NA;0;1.5;4;10872.553;0,00;9325.75
TA_M_2-25_24_R4;1;NA;acute;2.25;0;0;NA;0;1.5;4;10510.131;0,00;9568.221
TA_M_2-0_0_R4;0;NA;acute;2.0;0;0;NA;0;1.5;4;9943.16;0,00;9658.695
TA_M_2-0_24_R4;1;NA;acute;2.0;0;0;NA;0;1.5;4;9765.047;0,00;9764.206
TA_M_1-75_0_R4;0;NA;acute;1.75;0;0;NA;0;1.5;4;9091.763;0,00;10220.889
TA_M_1-75_24_R4;1;NA;acute;1.75;0;0;NA;0;1.5;4;8941.499;0,00;10198.128
TA_M_1-5_0_R4;0;NA;acute;1.5;0;0;NA;0;1.5;4;7619.998;0,00;10052.987
TA_M_1-5_24_R4;1;NA;acute;1.5;0;0;NA;0;1.5;4;7991.809;0,00;10688.921
TA_M_1-25_0_R4;0;NA;acute;1.25;0;0;NA;0;1.5;4;6853.995;0,00;10473.691
TA_M_1-25_24_R4;1;NA;acute;1.25;0;0;NA;0;1.5;4;6888.497;0,00;11083.501
TA_M_1-0_0_R4;0;NA;acute;1.0;0;0;NA;0;1.5;4;5750.00;0,00;11170.525
TA_M_1-0_24_R4;1;NA;acute;1.0;0;0;NA;0;1.5;4;5612.712;0,00;11540.134
TA_M_0-75_0_R4;0;NA;acute;0.75;0;0;NA;0;1.5;4;4431.542;0,00;11950.696
TA_M_0-75_24_R4;1;NA;acute;0.75;0;0;NA;0;1.5;4;4413.991;0,00;11810.319
TA_M_0-5_0_R4;0;NA;acute;0.5;0;0;NA;0;1.5;4;3127.726;0,00;12307.699
TA_M_0-5_24_R4;1;NA;acute;0.5;0;0;NA;0;1.5;4;3156.266;0,00;12391.26
TA_M_0-25_0_R4;0;NA;acute;0.25;0;0;NA;0;1.5;4;1722.203;0,00;13223.001
TA_M_0-25_24_R4;1;NA;acute;0.25;0;0;NA;0;1.5;4;1758.05;0,00;13257.088
TC_50_J0_R4;0;NA;chronic;50;0;0;NA;0;50;4;681.039;0,00;1732.607
TC_50_1L_J3_R4;3;1000;chronic;50;0;0;NA;0;50;4;480.477;0,00;1094.001
TC_50_1L_J7_R4;7;1000;chronic;50;0;0;NA;0;50;4;211.305;0,00;1174.329
TC_50_85_J3_R4;3;85;chronic;50;0;0;NA;0;50;4;551.634;0,00;1076.594
TC_50_85_J7_R4;7;85;chronic;50;0;0;NA;0;50;4;199.759;0,00;1169.115
TC_08_J0_R4;0;NA;chronic;0.8;0;0;NA;0;0.8;4;28.489;0,00;67.878
TC_08_1L_J3_R4;3;1000;chronic;0.8;0;0;NA;0;0.8;4;16.156;0,00;32.888
TC_08_1L_J7_R4;7;1000;chronic;0.8;0;0;NA;0;0.8;4;6.293;0,00;34.198
TC_08_85_J3_R4;3;85;chronic;0.8;0;0;NA;0;0.8;4;18.68;0,00;34.531
TC_08_85_J7_R4;7;85;chronic;0.8;0;0;NA;0;0.8;4;1.837;0,00;39.535
BLANC_R5;NA;NA;control;0;0;0;0;0;0;5;0,00;0,00;0,00
G_CM_0-8_R5;NA;NA;range;0.2;0.6;0.8;0.2;0.6;0.2;5;1658.714;6463.125;1792.526
G_CM_0-6_R5;NA;NA;range;0.15;0.45;0.6;0.15;0.45;0.2;5;1202.534;4871.496;1894.345
G_CM_0-2_R5;NA;NA;range;0.05;0.15;0.2;0.05;0.15;0.2;5;434.845;1842.217;1901.981
