X;Clone;molecule;conc;time;Nsurv;replicate;day;Ninit;Nmort
525;PE7;C;0.064;2;9;224;13-août;10;1
526;PE7;C;0.129;0;10;558;13-août;10;0
527;PE7;C;0.129;1;9;558;13-août;10;1
528;PE7;C;0.129;2;9;558;13-août;10;1
529;PE7;C;0.129;0;10;307;13-août;10;0
530;PE7;C;0.129;1;8;307;13-août;10;2
531;PE7;C;0.129;2;6;307;13-août;10;4
532;PE7;C;0.166;0;10;310;13-août;10;0
533;PE7;C;0.166;1;6;310;13-août;10;4
534;PE7;C;0.166;2;6;310;13-août;10;4
535;PE7;C;0.166;0;10;313;13-août;10;0
536;PE7;C;0.166;1;5;313;13-août;10;5
537;PE7;C;0.166;2;5;313;13-août;10;5
538;PE7;C;0.191;0;10;690;13-août;10;0
539;PE7;C;0.191;1;2;690;13-août;10;8
540;PE7;C;0.191;2;0;690;13-août;10;10
541;PE7;C;0.191;0;10;612;13-août;10;0
542;PE7;C;0.191;1;2;612;13-août;10;8
543;PE7;C;0.191;2;1;612;13-août;10;9
544;PE7;C;0.248;0;10;198;13-août;10;0
545;PE7;C;0.248;1;0;198;13-août;10;10
546;PE7;C;0.248;2;0;198;13-août;10;10
547;PE7;C;0.248;0;10;516;13-août;10;0
548;PE7;C;0.248;1;1;516;13-août;10;9
549;PE7;C;0.248;2;0;516;13-août;10;10
550;PE7;C;0.305;0;10;868;13-août;10;0
551;PE7;C;0.305;1;0;868;13-août;10;10
552;PE7;C;0.305;2;0;868;13-août;10;10
553;PE7;C;0.305;0;10;123;13-août;10;0
554;PE7;C;0.305;1;0;123;13-août;10;10
555;PE7;C;0.305;2;0;123;13-août;10;10
556;PE7;C;0;0;20;594;18-août;20;0
557;PE7;C;0;1;20;594;18-août;20;0
558;PE7;C;0;2;18;594;18-août;20;2
559;PE7;C;0.064;0;10;17;18-août;10;0
560;PE7;C;0.064;1;9;17;18-août;10;1
561;PE7;C;0.064;2;7;17;18-août;10;3
562;PE7;C;0.129;0;10;718;18-août;10;0
563;PE7;C;0.129;1;7;718;18-août;10;3
564;PE7;C;0.129;2;3;718;18-août;10;7
565;PE7;C;0.166;0;10;511;18-août;10;0
566;PE7;C;0.166;1;3;511;18-août;10;7
567;PE7;C;0.166;2;2;511;18-août;10;8
568;PE7;C;0.191;0;10;818;18-août;10;0
569;PE7;C;0.191;1;2;818;18-août;10;8
570;PE7;C;0.191;2;2;818;18-août;10;8
571;PE7;C;0.248;0;10;241;18-août;10;0
572;PE7;C;0.248;1;3;241;18-août;10;7
573;PE7;C;0.248;2;1;241;18-août;10;9
574;PE7;C;0.305;0;10;388;18-août;10;0
575;PE7;C;0.305;1;2;388;18-août;10;8
576;PE7;C;0.305;2;0;388;18-août;10;10
577;PE7;C;0.519;0;10;444;18-août;10;0
578;PE7;C;0.519;1;0;444;18-août;10;10
579;PE7;C;0.519;2;0;444;18-août;10;10
580;PE7;C;0.595;0;10;106;18-août;10;0
581;PE7;C;0.595;1;0;106;18-août;10;10
582;PE7;C;0.595;2;0;106;18-août;10;10
583;PE7;C;0;0;10;795;19-août;10;0
584;PE7;C;0;1;10;795;19-août;10;0
585;PE7;C;0;2;10;795;19-août;10;0
586;PE7;C;0.519;0;10;554;19-août;10;0
587;PE7;C;0.519;1;0;554;19-août;10;10
588;PE7;C;0.519;2;0;554;19-août;10;10
589;PE7;C;0.519;0;10;462;19-août;10;0
590;PE7;C;0.519;1;0;462;19-août;10;10
591;PE7;C;0.519;2;0;462;19-août;10;10
592;PE7;C;0.595;0;10;756;19-août;10;0
593;PE7;C;0.595;1;0;756;19-août;10;10
594;PE7;C;0.595;2;0;756;19-août;10;10
595;PE7;C;0.595;0;10;77;19-août;10;0
596;PE7;C;0.595;1;0;77;19-août;10;10
597;PE7;C;0.595;2;0;77;19-août;10;10
598;P16;C;0;0;10;246;24-juil;10;0
599;P16;C;0;1;10;246;24-juil;10;0
600;P16;C;0;2;9;246;24-juil;10;1
601;P16;C;0.064;0;10;726;24-juil;10;0
602;P16;C;0.064;1;10;726;24-juil;10;0
603;P16;C;0.064;2;10;726;24-juil;10;0
604;P16;C;0.129;0;10;97;24-juil;10;0
605;P16;C;0.129;1;6;97;24-juil;10;4
606;P16;C;0.129;2;5;97;24-juil;10;5
607;P16;C;0.166;0;10;530;24-juil;10;0
608;P16;C;0.166;1;0;530;24-juil;10;10
609;P16;C;0.166;2;0;530;24-juil;10;10
610;P16;C;0.191;0;10;866;24-juil;10;0
611;P16;C;0.191;1;5;866;24-juil;10;5
612;P16;C;0.191;2;3;866;24-juil;10;7
613;P16;C;0.248;0;10;797;24-juil;10;0
614;P16;C;0.248;1;7;797;24-juil;10;3
615;P16;C;0.248;2;3;797;24-juil;10;7
616;P16;C;0.305;0;10;13;24-juil;10;0
617;P16;C;0.305;1;4;13;24-juil;10;6
618;P16;C;0.305;2;0;13;24-juil;10;10
619;P16;C;0.519;0;10;144;24-juil;10;0
620;P16;C;0.519;1;0;144;24-juil;10;10
621;P16;C;0.519;2;0;144;24-juil;10;10
622;P16;C;0;0;10;163;24-juil;10;0
623;P16;C;0;1;10;163;24-juil;10;0
624;P16;C;0;2;10;163;24-juil;10;0
625;P16;C;0.064;0;10;873;24-juil;10;0
626;P16;C;0.064;1;10;873;24-juil;10;0
627;P16;C;0.064;2;10;873;24-juil;10;0
628;P16;C;0.129;0;10;692;24-juil;10;0
629;P16;C;0.129;1;8;692;24-juil;10;2
630;P16;C;0.129;2;6;692;24-juil;10;4
631;P16;C;0.166;0;10;691;24-juil;10;0
632;P16;C;0.166;1;0;691;24-juil;10;10
633;P16;C;0.166;2;0;691;24-juil;10;10
634;P16;C;0.191;0;10;649;24-juil;10;0
635;P16;C;0.191;1;3;649;24-juil;10;7
636;P16;C;0.191;2;3;649;24-juil;10;7
637;P16;C;0.248;0;10;506;24-juil;10;0
638;P16;C;0.248;1;5;506;24-juil;10;5
639;P16;C;0.248;2;1;506;24-juil;10;9
640;P16;C;0.305;0;10;218;24-juil;10;0
641;P16;C;0.305;1;3;218;24-juil;10;7
642;P16;C;0.305;2;0;218;24-juil;10;10
643;P16;C;0.519;0;10;35;24-juil;10;0
644;P16;C;0.519;1;0;35;24-juil;10;10
645;P16;C;0.519;2;0;35;24-juil;10;10
646;P16;C;0;0;20;87;29-juil;20;0
647;P16;C;0;1;20;87;29-juil;20;0
648;P16;C;0;2;20;87;29-juil;20;0
649;P16;C;0.064;0;10;333;29-juil;10;0
650;P16;C;0.064;1;10;333;29-juil;10;0
651;P16;C;0.064;2;9;333;29-juil;10;1
652;P16;C;0.129;0;10;483;29-juil;10;0
653;P16;C;0.129;1;9;483;29-juil;10;1
654;P16;C;0.129;2;9;483;29-juil;10;1
655;P16;C;0.166;0;10;689;29-juil;10;0
656;P16;C;0.166;1;4;689;29-juil;10;6
657;P16;C;0.166;2;3;689;29-juil;10;7
658;P16;C;0.191;0;10;294;29-juil;10;0
659;P16;C;0.191;1;5;294;29-juil;10;5
660;P16;C;0.191;2;2;294;29-juil;10;8
661;P16;C;0.248;0;10;456;29-juil;10;0
662;P16;C;0.248;1;2;456;29-juil;10;8
663;P16;C;0.248;2;0;456;29-juil;10;10
664;P16;C;0.305;0;10;26;29-juil;10;0
665;P16;C;0.305;1;1;26;29-juil;10;9
666;P16;C;0.305;2;0;26;29-juil;10;10
667;P16;C;0.519;0;10;213;29-juil;10;0
668;P16;C;0.519;1;0;213;29-juil;10;10
669;P16;C;0.519;2;0;213;29-juil;10;10
670;P16;C;0.595;0;10;701;29-juil;10;0
671;P16;C;0.595;1;0;701;29-juil;10;10
672;P16;C;0.595;2;0;701;29-juil;10;10
673;P16;C;0.595;0;10;789;29-juil;10;0
674;P16;C;0.595;1;0;789;29-juil;10;10
675;P16;C;0.595;2;0;789;29-juil;10;10
676;P16;C;0;0;10;650;05-août;10;0
677;P16;C;0;1;10;650;05-août;10;0
678;P16;C;0;2;10;650;05-août;10;0
679;P16;C;0.595;0;10;156;05-août;10;0
680;P16;C;0.595;1;0;156;05-août;10;10
681;P16;C;0.595;2;0;156;05-août;10;10
682;P16;C;0;0;10;192;06-août;10;0
683;P16;C;0;1;10;192;06-août;10;0
684;P16;C;0;2;10;192;06-août;10;0
685;P16;C;0.064;0;10;536;06-août;10;0
686;P16;C;0.064;1;10;536;06-août;10;0
687;P16;C;0.064;2;10;536;06-août;10;0
688;P16;C;0.129;0;10;502;06-août;10;0
689;P16;C;0.129;1;4;502;06-août;10;6
690;P16;C;0.129;2;1;502;06-août;10;9
691;P16;C;0.166;0;10;306;06-août;10;0
692;P16;C;0.166;1;5;306;06-août;10;5
693;P16;C;0.166;2;0;306;06-août;10;10
694;P16;C;0.191;0;10;752;06-août;10;0
695;P16;C;0.191;1;2;752;06-août;10;8
696;P16;C;0.191;2;1;752;06-août;10;9
697;P16;C;0.248;0;10;704;06-août;10;0
698;P16;C;0.248;1;0;704;06-août;10;10
699;P16;C;0.248;2;0;704;06-août;10;10
700;P16;C;0.305;0;10;357;06-août;10;0
701;P16;C;0.305;1;0;357;06-août;10;10
702;P16;C;0.305;2;0;357;06-août;10;10
703;P16;C;0.519;0;10;861;06-août;10;0
704;P16;C;0.519;1;0;861;06-août;10;10
705;P16;C;0.519;2;0;861;06-août;10;10
706;P16;C;0.595;0;10;519;06-août;10;0
707;P16;C;0.595;1;0;519;06-août;10;10
708;P16;C;0.595;2;0;519;06-août;10;10
709;P16;C;0;0;20;540;12-août;20;0
710;P16;C;0;1;20;540;12-août;20;0
711;P16;C;0;2;19;540;12-août;20;1
712;P16;C;0.064;0;10;34;12-août;10;0
713;P16;C;0.064;1;10;34;12-août;10;0
714;P16;C;0.064;2;10;34;12-août;10;0
715;P16;C;0.129;0;10;842;12-août;10;0
716;P16;C;0.129;1;6;842;12-août;10;4
717;P16;C;0.129;2;4;842;12-août;10;6
718;P16;C;0.166;0;10;399;12-août;10;0
719;P16;C;0.166;1;5;399;12-août;10;5
720;P16;C;0.166;2;4;399;12-août;10;6
721;P16;C;0.191;0;10;557;12-août;10;0
722;P16;C;0.191;1;3;557;12-août;10;7
723;P16;C;0.191;2;3;557;12-août;10;7
724;P16;C;0.248;0;10;283;12-août;10;0
725;P16;C;0.248;1;2;283;12-août;10;8
726;P16;C;0.248;2;2;283;12-août;10;8
727;P16;C;0.305;0;10;776;12-août;10;0
728;P16;C;0.305;1;0;776;12-août;10;10
729;P16;C;0.305;2;0;776;12-août;10;10
730;P16;C;0.519;0;10;709;12-août;10;0
731;P16;C;0.519;1;0;709;12-août;10;10
732;P16;C;0.519;2;0;709;12-août;10;10
733;P16;C;0.519;0;10;51;12-août;10;0
734;P16;C;0.519;1;0;51;12-août;10;10
735;P16;C;0.519;2;0;51;12-août;10;10
736;P16;C;0.595;0;10;354;12-août;10;0
737;P16;C;0.595;1;0;354;12-août;10;10
738;P16;C;0.595;2;0;354;12-août;10;10
739;P16;C;0;0;10;855;13-août;10;0
740;P16;C;0;1;10;855;13-août;10;0
741;P16;C;0;2;10;855;13-août;10;0
742;P16;C;0.064;0;10;125;13-août;10;0
743;P16;C;0.064;1;10;125;13-août;10;0
744;P16;C;0.064;2;10;125;13-août;10;0
745;P16;C;0.129;0;10;80;13-août;10;0
746;P16;C;0.129;1;7;80;13-août;10;3
747;P16;C;0.129;2;6;80;13-août;10;4
748;P16;C;0.166;0;10;21;13-août;10;0
749;P16;C;0.166;1;3;21;13-août;10;7
750;P16;C;0.166;2;1;21;13-août;10;9
751;P16;C;0.191;0;10;267;13-août;10;0
752;P16;C;0.191;1;3;267;13-août;10;7
753;P16;C;0.191;2;2;267;13-août;10;8
754;P16;C;0.248;0;10;843;13-août;10;0
755;P16;C;0.248;1;2;843;13-août;10;8
756;P16;C;0.248;2;0;843;13-août;10;10
757;P16;C;0.305;0;10;695;13-août;10;0
758;P16;C;0.305;1;1;695;13-août;10;9
759;P16;C;0.305;2;0;695;13-août;10;10
760;RE0;C;0;0;20;439;19-août;20;0
761;RE0;C;0;1;20;439;19-août;20;0
762;RE0;C;0;2;20;439;19-août;20;0
763;RE0;C;0.064;0;10;829;19-août;10;0
764;RE0;C;0.064;1;10;829;19-août;10;0
765;RE0;C;0.064;2;10;829;19-août;10;0
766;RE0;C;0.064;0;10;667;19-août;10;0
767;RE0;C;0.064;1;9;667;19-août;10;1
768;RE0;C;0.064;2;8;667;19-août;10;2
769;RE0;C;0.129;0;10;53;19-août;10;0
770;RE0;C;0.129;1;7;53;19-août;10;3
771;RE0;C;0.129;2;7;53;19-août;10;3
772;RE0;C;0.129;0;10;67;19-août;10;0
773;RE0;C;0.129;1;7;67;19-août;10;3
774;RE0;C;0.129;2;7;67;19-août;10;3
775;RE0;C;0.166;0;10;237;19-août;10;0
776;RE0;C;0.166;1;1;237;19-août;10;9
777;RE0;C;0.166;2;1;237;19-août;10;9
778;RE0;C;0.166;0;10;488;19-août;10;0
779;RE0;C;0.166;1;2;488;19-août;10;8
780;RE0;C;0.166;2;2;488;19-août;10;8
781;RE0;C;0.191;0;10;490;19-août;10;0
782;RE0;C;0.191;1;1;490;19-août;10;9
783;RE0;C;0.191;2;0;490;19-août;10;10
784;RE0;C;0.191;0;10;370;19-août;10;0
785;RE0;C;0.191;1;2;370;19-août;10;8
786;RE0;C;0.191;2;0;370;19-août;10;10
787;RE0;C;0.248;0;10;783;19-août;10;0
788;RE0;C;0.248;1;1;783;19-août;10;9
789;RE0;C;0.248;2;0;783;19-août;10;10
790;RE0;C;0.248;0;10;369;19-août;10;0
791;RE0;C;0.248;1;3;369;19-août;10;7
792;RE0;C;0.248;2;0;369;19-août;10;10
793;RE0;C;0.305;0;10;533;19-août;10;0
794;RE0;C;0.305;1;0;533;19-août;10;10
795;RE0;C;0.305;2;0;533;19-août;10;10
796;RE0;C;0.305;0;10;720;19-août;10;0
797;RE0;C;0.305;1;0;720;19-août;10;10
798;RE0;C;0.305;2;0;720;19-août;10;10
799;RE0;C;0.519;0;10;820;19-août;10;0
800;RE0;C;0.519;1;0;820;19-août;10;10
801;RE0;C;0.519;2;0;820;19-août;10;10
802;RE0;C;0.519;0;10;484;19-août;10;0
803;RE0;C;0.519;1;0;484;19-août;10;10
804;RE0;C;0.519;2;0;484;19-août;10;10
805;RE0;C;0.595;0;10;184;19-août;10;0
806;RE0;C;0.595;1;0;184;19-août;10;10
807;RE0;C;0.595;2;0;184;19-août;10;10
808;RE0;C;0.595;0;10;228;19-août;10;0
809;RE0;C;0.595;1;0;228;19-août;10;10
810;RE0;C;0.595;2;0;228;19-août;10;10
811;RE0;C;0;0;20;119;26-août;20;0
812;RE0;C;0;1;20;119;26-août;20;0
813;RE0;C;0;2;20;119;26-août;20;0
814;RE0;C;0.064;0;10;870;26-août;10;0
815;RE0;C;0.064;1;9;870;26-août;10;1
816;RE0;C;0.064;2;7;870;26-août;10;3
817;RE0;C;0.129;0;10;195;26-août;10;0
818;RE0;C;0.129;1;8;195;26-août;10;2
819;RE0;C;0.129;2;8;195;26-août;10;2
820;RE0;C;0.166;0;10;742;26-août;10;0
821;RE0;C;0.166;1;6;742;26-août;10;4
822;RE0;C;0.166;2;4;742;26-août;10;6
823;RE0;C;0.248;0;10;791;26-août;10;0
824;RE0;C;0.248;1;1;791;26-août;10;9
825;RE0;C;0.248;2;0;791;26-août;10;10
826;RE0;C;0.305;0;10;716;26-août;10;0
827;RE0;C;0.305;1;0;716;26-août;10;10
828;RE0;C;0.305;2;0;716;26-août;10;10
829;RE0;C;0.519;0;10;387;26-août;10;0
830;RE0;C;0.519;1;0;387;26-août;10;10
831;RE0;C;0.519;2;0;387;26-août;10;10
832;RE0;C;0.595;0;10;316;26-août;10;0
833;RE0;C;0.595;1;0;316;26-août;10;10
834;RE0;C;0.595;2;0;316;26-août;10;10
835;RE0;C;0;0;10;142;01-sept;10;0
836;RE0;C;0;1;10;142;01-sept;10;0
837;RE0;C;0;2;10;142;01-sept;10;0
838;RE0;C;0.064;0;10;673;01-sept;10;0
839;RE0;C;0.064;1;10;673;01-sept;10;0
840;RE0;C;0.064;2;10;673;01-sept;10;0
841;RE0;C;0.129;0;10;560;01-sept;10;0
842;RE0;C;0.129;1;10;560;01-sept;10;0
843;RE0;C;0.129;2;9;560;01-sept;10;1
844;RE0;C;0.166;0;10;325;01-sept;10;0
845;RE0;C;0.166;1;8;325;01-sept;10;2
846;RE0;C;0.166;2;4;325;01-sept;10;6
847;RE0;C;0.248;0;10;14;01-sept;10;0
848;RE0;C;0.248;1;4;14;01-sept;10;6
849;RE0;C;0.248;2;0;14;01-sept;10;10
850;RE0;C;0.305;0;10;758;01-sept;10;0
851;RE0;C;0.305;1;0;758;01-sept;10;10
852;RE0;C;0.305;2;0;758;01-sept;10;10
853;RE0;C;0.519;0;10;11;01-sept;10;0
854;RE0;C;0.519;1;0;11;01-sept;10;10
855;RE0;C;0.519;2;0;11;01-sept;10;10
856;RE0;C;0.595;0;10;682;01-sept;10;0
857;RE0;C;0.595;1;0;682;01-sept;10;10
858;RE0;C;0.595;2;0;682;01-sept;10;10
859;RE0;C;0;0;10;290;08-sept;10;0
860;RE0;C;0;1;10;290;08-sept;10;0
861;RE0;C;0;2;10;290;08-sept;10;0
862;RE0;C;0.064;0;10;512;08-sept;10;0
863;RE0;C;0.064;1;10;512;08-sept;10;0
864;RE0;C;0.064;2;10;512;08-sept;10;0
865;RE0;C;0.129;0;10;170;08-sept;10;0
866;RE0;C;0.129;1;2;170;08-sept;10;8
867;RE0;C;0.129;2;1;170;08-sept;10;9
868;RE0;C;0.166;0;10;520;08-sept;10;0
869;RE0;C;0.166;1;6;520;08-sept;10;4
870;RE0;C;0.166;2;4;520;08-sept;10;6
871;RE0;C;0.191;0;10;436;08-sept;10;0
872;RE0;C;0.191;1;1;436;08-sept;10;9
873;RE0;C;0.191;2;0;436;08-sept;10;10
874;RE0;C;0.248;0;10;550;08-sept;10;0
875;RE0;C;0.248;1;1;550;08-sept;10;9
876;RE0;C;0.248;2;0;550;08-sept;10;10
877;RE0;C;0.305;0;10;529;08-sept;10;0
878;RE0;C;0.305;1;0;529;08-sept;10;10
879;RE0;C;0.305;2;0;529;08-sept;10;10
880;RE0;C;0.519;0;10;561;08-sept;10;0
881;RE0;C;0.519;1;0;561;08-sept;10;10
882;RE0;C;0.519;2;0;561;08-sept;10;10
883;RE0;C;0;0;10;90;09-sept;10;0
884;RE0;C;0;1;10;90;09-sept;10;0
885;RE0;C;0;2;9;90;09-sept;10;1
886;RE0;C;0.064;0;10;794;09-sept;10;0
887;RE0;C;0.064;1;10;794;09-sept;10;0
888;RE0;C;0.064;2;10;794;09-sept;10;0
889;RE0;C;0.129;0;10;775;09-sept;10;0
890;RE0;C;0.129;1;7;775;09-sept;10;3
891;RE0;C;0.129;2;7;775;09-sept;10;3
892;RE0;C;0.166;0;10;768;09-sept;10;0
893;RE0;C;0.166;1;8;768;09-sept;10;2
894;RE0;C;0.166;2;6;768;09-sept;10;4
895;RE0;C;0.595;0;10;7;09-sept;10;0
896;RE0;C;0.595;1;0;7;09-sept;10;10
897;RE0;C;0.595;2;0;7;09-sept;10;10
898;SE2;C;0;0;10;687;01-sept;10;0
899;SE2;C;0;1;10;687;01-sept;10;0
900;SE2;C;0;2;10;687;01-sept;10;0
901;SE2;C;0.064;0;10;865;01-sept;10;0
902;SE2;C;0.064;1;10;865;01-sept;10;0
903;SE2;C;0.064;2;9;865;01-sept;10;1
904;SE2;C;0.129;0;10;869;01-sept;10;0
905;SE2;C;0.129;1;6;869;01-sept;10;4
906;SE2;C;0.129;2;3;869;01-sept;10;7
907;SE2;C;0.166;0;10;431;01-sept;10;0
908;SE2;C;0.166;1;4;431;01-sept;10;6
909;SE2;C;0.166;2;1;431;01-sept;10;9
910;SE2;C;0.191;0;10;247;01-sept;10;0
911;SE2;C;0.191;1;1;247;01-sept;10;9
912;SE2;C;0.191;2;1;247;01-sept;10;9
913;SE2;C;0.248;0;10;802;01-sept;10;0
914;SE2;C;0.248;1;1;802;01-sept;10;9
915;SE2;C;0.248;2;0;802;01-sept;10;10
916;SE2;C;0.305;0;10;372;01-sept;10;0
917;SE2;C;0.305;1;0;372;01-sept;10;10
918;SE2;C;0.305;2;0;372;01-sept;10;10
919;SE2;C;0.519;0;10;622;01-sept;10;0
920;SE2;C;0.519;1;0;622;01-sept;10;10
921;SE2;C;0.519;2;0;622;01-sept;10;10
922;SE2;C;0;0;10;356;02-sept;10;0
923;SE2;C;0;1;10;356;02-sept;10;0
924;SE2;C;0;2;10;356;02-sept;10;0
925;SE2;C;0.064;0;10;713;02-sept;10;0
926;SE2;C;0.064;1;10;713;02-sept;10;0
927;SE2;C;0.064;2;10;713;02-sept;10;0
928;SE2;C;0.129;0;10;434;02-sept;10;0
929;SE2;C;0.129;1;1;434;02-sept;10;9
930;SE2;C;0.129;2;0;434;02-sept;10;10
931;SE2;C;0.166;0;10;685;02-sept;10;0
932;SE2;C;0.166;1;0;685;02-sept;10;10
933;SE2;C;0.166;2;0;685;02-sept;10;10
934;SE2;C;0.191;0;10;251;02-sept;10;0
935;SE2;C;0.191;1;1;251;02-sept;10;9
936;SE2;C;0.191;2;0;251;02-sept;10;10
937;SE2;C;0.248;0;10;274;02-sept;10;0
938;SE2;C;0.248;1;0;274;02-sept;10;10
939;SE2;C;0.248;2;0;274;02-sept;10;10
940;SE2;C;0.305;0;10;710;02-sept;10;0
941;SE2;C;0.305;1;0;710;02-sept;10;10
942;SE2;C;0.305;2;0;710;02-sept;10;10
943;SE2;C;0.519;0;10;548;02-sept;10;0
944;SE2;C;0.519;1;0;548;02-sept;10;10
945;SE2;C;0.519;2;0;548;02-sept;10;10
946;SE2;C;0;0;10;571;08-sept;10;0
947;SE2;C;0;1;10;571;08-sept;10;0
948;SE2;C;0;2;10;571;08-sept;10;0
949;SE2;C;0.064;0;10;812;08-sept;10;0
950;SE2;C;0.064;1;10;812;08-sept;10;0
951;SE2;C;0.064;2;10;812;08-sept;10;0
952;SE2;C;0.129;0;10;777;08-sept;10;0
953;SE2;C;0.129;1;6;777;08-sept;10;4
954;SE2;C;0.129;2;5;777;08-sept;10;5
955;SE2;C;0.166;0;10;824;08-sept;10;0
956;SE2;C;0.166;1;0;824;08-sept;10;10
957;SE2;C;0.166;2;0;824;08-sept;10;10
958;SE2;C;0.191;0;10;857;08-sept;10;0
959;SE2;C;0.191;1;1;857;08-sept;10;9
960;SE2;C;0.191;2;1;857;08-sept;10;9
961;SE2;C;0.248;0;10;189;08-sept;10;0
962;SE2;C;0.248;1;0;189;08-sept;10;10
963;SE2;C;0.248;2;0;189;08-sept;10;10
964;SE2;C;0.305;0;10;407;08-sept;10;0
965;SE2;C;0.305;1;0;407;08-sept;10;10
966;SE2;C;0.305;2;0;407;08-sept;10;10
967;SE2;C;0.519;0;10;593;08-sept;10;0
968;SE2;C;0.519;1;0;593;08-sept;10;10
969;SE2;C;0.519;2;0;593;08-sept;10;10
970;SE2;C;0;0;10;469;09-sept;10;0
971;SE2;C;0;1;10;469;09-sept;10;0
972;SE2;C;0;2;10;469;09-sept;10;0
973;SE2;C;0.064;0;10;645;09-sept;10;0
974;SE2;C;0.064;1;9;645;09-sept;10;1
975;SE2;C;0.064;2;8;645;09-sept;10;2
976;SE2;C;0.129;0;10;101;09-sept;10;0
977;SE2;C;0.129;1;9;101;09-sept;10;1
978;SE2;C;0.129;2;6;101;09-sept;10;4
979;SE2;C;0.519;0;10;677;09-sept;10;0
980;SE2;C;0.519;1;0;677;09-sept;10;10
981;SE2;C;0.519;2;0;677;09-sept;10;10
982;SE2;C;0.595;0;10;729;09-sept;10;0
983;SE2;C;0.595;1;0;729;09-sept;10;10
984;SE2;C;0.595;2;0;729;09-sept;10;10
985;SE2;C;0.595;0;10;814;09-sept;10;0
986;SE2;C;0.595;1;0;814;09-sept;10;10
987;SE2;C;0.595;2;0;814;09-sept;10;10
988;SE2;C;0;0;20;466;10-sept;20;0
989;SE2;C;0;1;20;466;10-sept;20;0
990;SE2;C;0;2;20;466;10-sept;20;0
991;SE2;C;0.064;0;10;302;10-sept;10;0
992;SE2;C;0.064;1;6;302;10-sept;10;4
993;SE2;C;0.064;2;4;302;10-sept;10;6
994;SE2;C;0.129;0;10;435;10-sept;10;0
995;SE2;C;0.129;1;3;435;10-sept;10;7
996;SE2;C;0.129;2;2;435;10-sept;10;8
997;SE2;C;0.166;0;10;745;10-sept;10;0
998;SE2;C;0.166;1;4;745;10-sept;10;6
999;SE2;C;0.166;2;1;745;10-sept;10;9
1000;SE2;C;0.166;0;10;864;10-sept;10;0
1001;SE2;C;0.166;1;4;864;10-sept;10;6
1002;SE2;C;0.166;2;0;864;10-sept;10;10
1003;SE2;C;0.191;0;10;297;10-sept;10;0
1004;SE2;C;0.191;1;0;297;10-sept;10;10
1005;SE2;C;0.191;2;0;297;10-sept;10;10
1006;SE2;C;0.191;0;10;273;10-sept;10;0
1007;SE2;C;0.191;1;3;273;10-sept;10;7
1008;SE2;C;0.191;2;0;273;10-sept;10;10
1009;SE2;C;0.248;0;10;185;10-sept;10;0
1010;SE2;C;0.248;1;2;185;10-sept;10;8
1011;SE2;C;0.248;2;0;185;10-sept;10;10
1012;SE2;C;0.248;0;10;220;10-sept;10;0
1013;SE2;C;0.248;1;1;220;10-sept;10;9
1014;SE2;C;0.248;2;0;220;10-sept;10;10
1015;SE2;C;0.305;0;10;4;10-sept;10;0
1016;SE2;C;0.305;1;0;4;10-sept;10;10
1017;SE2;C;0.305;2;0;4;10-sept;10;10
1018;SE2;C;0.305;0;10;395;10-sept;10;0
1019;SE2;C;0.305;1;0;395;10-sept;10;10
1020;SE2;C;0.305;2;0;395;10-sept;10;10
1021;SE2;C;0.519;0;10;141;10-sept;10;0
1022;SE2;C;0.519;1;0;141;10-sept;10;10
1023;SE2;C;0.519;2;0;141;10-sept;10;10
1024;SE2;C;0.595;0;10;451;10-sept;10;0
1025;SE2;C;0.595;1;0;451;10-sept;10;10
1026;SE2;C;0.595;2;0;451;10-sept;10;10
1027;SE2;C;0;0;10;103;15-sept;10;0
1028;SE2;C;0;1;10;103;15-sept;10;0
1029;SE2;C;0;2;10;103;15-sept;10;0
1030;SE2;C;0.595;0;10;598;15-sept;10;0
1031;SE2;C;0.595;1;0;598;15-sept;10;10
1032;SE2;C;0.595;2;0;598;15-sept;10;10
1033;SE2;C;0.595;0;10;455;15-sept;10;0
1034;SE2;C;0.595;1;0;455;15-sept;10;10
1035;SE2;C;0.595;2;0;455;15-sept;10;10
1036;SE5;C;0;0;10;798;15-juil;10;0
1037;SE5;C;0;1;10;798;15-juil;10;0
1038;SE5;C;0;2;10;798;15-juil;10;0
1039;SE5;C;0.064;0;10;319;15-juil;10;0
1040;SE5;C;0.064;1;10;319;15-juil;10;0
1041;SE5;C;0.064;2;10;319;15-juil;10;0
1042;SE5;C;0.129;0;10;214;15-juil;10;0
1043;SE5;C;0.129;1;10;214;15-juil;10;0
1044;SE5;C;0.129;2;10;214;15-juil;10;0
1045;SE5;C;0.166;0;10;362;15-juil;10;0
1046;SE5;C;0.166;1;10;362;15-juil;10;0
1047;SE5;C;0.166;2;10;362;15-juil;10;0
1048;SE5;C;0.191;0;10;508;15-juil;10;0
1049;SE5;C;0.191;1;8;508;15-juil;10;2
1050;SE5;C;0.191;2;7;508;15-juil;10;3
1051;SE5;C;0.248;0;10;492;15-juil;10;0
1052;SE5;C;0.248;1;9;492;15-juil;10;1
1053;SE5;C;0.248;2;7;492;15-juil;10;3
1054;SE5;C;0.305;0;10;260;15-juil;10;0
1055;SE5;C;0.305;1;4;260;15-juil;10;6
1056;SE5;C;0.305;2;3;260;15-juil;10;7
1057;SE5;C;0.519;0;10;208;15-juil;10;0
1058;SE5;C;0.519;1;0;208;15-juil;10;10
